ve_ref,token_w_punct,token,lemma,syntax,modern_english,morphology
2289.t3,hē,hē,he,p,he,nsm
2289.t4,tō,tō,to,av,too,indeclinable
2289.t5,forð,forð,forð,av,forward,indeclinable
2289.t6,gestōp,gestōp,gesteppan,v,step,p3s
2290.t1,dyrnan,dyrnan,dyrne,a,secret,dsm
2290.t2,cræfte,cræfte,cræft,m,craftiness,ds
2290.t3,dracan,dracan,draca,m,dragon,gs
2290.t4,hēafde,hēafde,heafod,n,head,ds
2290.t5,nēah.,nēah,neah,pp,near,indeclinable
2291.t1,Swā,Swā,swa,av,thus,indeclinable
2291.t2,mæg,mæg,magan,v,can,pr3s
2291.t3,unfǣge,unfǣge,unfæge,a,undoomed,nsm
2291.t4,ēaðe,ēaðe,eaðe,av,easily,indeclinable
2291.t5,gedīgan,gedīgan,gedigan,v,survive,i
2292.t1,wēan,wēan,wea,m,trouble,as
2292.t2,ond,ond,ond,c,and,indeclinable
2292.t3,"wrǣcsið,",wrǣcsið,wræc-sið,m,exile,as
2292.t4,sē,sē,se,d,he,nsm
2292.t5,ðe,ðe,þe,r,whom,in
2292.t6,waldendes,waldendes,wealdend,m,Lord,gs
2293.t1,hyldo,hyldo,hyldo,f,favour,ns
2293.t2,gehealdeþ.,gehealdeþ,gehealdan,v,keep,pr3s
2293.t3,Hordweard,Hordweard,hord-weard,m,guardian of treasure,ns
2293.t4,sōhte,sōhte,secan,v,search,p3s
2294.t1,georne,georne,georne,av,eagerly,indeclinable
2294.t2,æfter,æfter,æfter,pp,along,indeclinable
2294.t3,"grunde,",grunde,grund,m,ground,ds
2294.t4,wolde,wolde,willan,v,want,p3s
2294.t5,guman,guman,guma,m,man,as
2294.t6,"findan,",findan,findan,v,find,i
2295.t1,þone,þone,se,d,that,asm
2295.t2,þe,þe,þe,r,who,in
2295.t3,him,him,he,p,he,dsm
2295.t4,on,on,on,pp,in,indeclinable
2295.t5,sweofote,sweofote,sweofot,m,sleep,ds
2295.t6,sāre,sāre,sare,av,sorely,indeclinable
2295.t7,ġetēode;,ġetēode,geteon,v,treat,p3s
2296.t1,hāt,hāt,hat,a,hot,nsm
2296.t2,ond,ond,ond,c,and,indeclinable
2296.t3,hrēohmōd,hrēohmōd,hreoh-mod,a,angry,nsm
2296.t4,hlǣw,hlǣw,hlæw,m,barrow,as
2296.t5,oft,oft,oft,av,often,indeclinable
2296.t6,ymbehwearf,ymbehwearf,ymbhweorfan,v,circle round,p3s
2297.t1,ealne,ealne,eall,a,all,asm
2297.t2,ūtanweardne;,ūtanweardne,utanweard,a,outside,asm
2297.t3,nē,nē,ne,c,not (=but...not),indeclinable
2297.t4,ðǣr,ðǣr,þær,av,there,indeclinable
2297.t5,ǣnig,ǣnig,ænig,p,any,nsm
2297.t6,mon,mon,monn,m,man,ns
2298.t1,on,on,on,pp,in,indeclinable
2298.t2,þām,þām,þæt,d,the,dsn
2298.t3,wēstenne –,wēstenne,westenn,n,wilderness,ds
2298.t4,hwæðre,hwæðre,hwæþre,av,however,indeclinable
2298.t5,wīges,wīges,wig,n,war,gs
2298.t6,"gefeh,",gefeh,gefeon,v,rejoice,p3s
2299.t1,beadwe,beadwe,beadu,f,battle,gs
2299.t2,weorces;,weorces,weorc,n,work,gs
2299.t3,hwīlum,hwīlum,hwil,f,time (=at times),dp
2299.t4,on,on,on,pp,into,indeclinable
2299.t5,beorh,beorh,beorg,m,barrow,as
2299.t6,"æthwearf,",æthwearf,æthweorfan,v,return,p3s
2300.t1,sincfæt,sincfæt,sinc-fæt,n,precious cup,as
2300.t2,sōhte;,sōhte,secan,v,search for,p3s
2300.t3,hē,hē,he,p,he,nsm
2300.t4,þæt,þæt,þæt,d,that,asn
2300.t5,sōna,sōna,sona,av,immediately,indeclinable
2300.t6,"onfand,",onfand,onfindan,v,find out,p3s
2301.t1,ðæt,ðæt,þæt,c,that,indeclinable
2301.t2,hæfde,hæfde,habban,v,have,p3s
2301.t3,gumena,gumena,guma,m,man,gp
2301.t4,sum,sum,sum,p,one,nsm
2301.t5,goldes,goldes,gold,n,gold,gs
2301.t6,"gefandod,",gefandod,gefandian,v,tamper with,pp
2302.t1,hēahgestrēona.,hēahgestrēona,heah-gestreon,n,splendid treasure,gp
2302.t2,Hordweard,Hordweard,hord-weard,m,guardian of treasure,ns
2302.t3,onbād,onbād,onbidan,v,await,p3s
2303.t1,earfoðlīce,earfoðlīce,earfoðlice,av,painfully,indeclinable
2303.t2,oð ðæt,oð ðæt,oð þæt,c,until,indeclinable
2303.t3,ǣfen,ǣfen,æfen,m,evening,ns
2303.t4,cwōm;,cwōm,cuman,v,come,p3s
2304.t1,wæs,wæs,wesan,v,be,p3s
2304.t2,ðā,ðā,þa,av,then,indeclinable
2304.t3,gebolgen,gebolgen,gebelgan,v,enrage,pp
2304.t4,beorges,beorges,beorg,m,barrow,gs
2304.t5,"hyrde,",hyrde,hyrde,m,guardian,ns
2305.t1,wolde,wolde,willan,v,want,p3s
2305.t2,se,se,se,d,the,nsm
2305.t3,lāða,lāða,lað,a,hateful,nsm
2305.t4,līge,līge,lig,m,flame,ds
2305.t5,forgyldan,forgyldan,forgyldan,v,repay,i
2306.t1,drincfæt,drincfæt,drinc-fæt,n,drinking vessel,as
2306.t2,dȳre.,dȳre,deore,a,precious,asn
2306.t3,Þā,Þā,þa,av,then,indeclinable
2306.t4,wæs,wæs,wesan,v,be,p3s
2306.t5,dæg,dæg,dæg,m,day,ns
2306.t6,sceacen,sceacen,scacan,v,pass away,pp
2307.t1,wyrme,wyrme,wyrm,m,serpent,ds
2307.t2,on,on,on,pp,to,indeclinable
2307.t3,willan;,willan,willa,m,contentment,as
2307.t4,nō,nō,no,av,not at all,indeclinable
2307.t5,on,on,on,pp,on,indeclinable
2307.t6,wealle,wealle,weall,m,wall,ds
2307.t7,læng,læng,longe,av,longer,c
2308.t1,bīdan,bīdan,bidan,v,remain,i
2308.t2,"wolde,",wolde,willan,v,would,p3s
2308.t3,ac,ac,ac,c,but,indeclinable
2308.t4,mid,mid,mid,pp,with,indeclinable
2308.t5,bǣle,bǣle,bæl,n,flame,ds
2308.t6,"fōr,",fōr,faran,v,go,p3s
2309.t1,fȳre,fȳre,fyr,n,fire,ds
2309.t2,gefȳsed.,gefȳsed,gefysan,v,provide with,ppnsm
2309.t3,Wæs,Wæs,wesan,v,be,p3s
2309.t4,se,se,se,d,the,nsm
2309.t5,fruma,fruma,fruma,m,beginning,ns
2309.t6,egeslīc,egeslīc,egeslic,a,terrifying,nsm
2310.t1,lēodum,lēodum,leod,m,man,dp
2310.t2,on,on,on,pp,in,indeclinable
2310.t3,"lande,",lande,land,n,land,ds
2310.t4,swā,swā,swa,c,as,indeclinable
2310.t5,hyt,hyt,hit,p,it,nsn
2310.t6,lungre,lungre,lungre,av,quickly,indeclinable
2310.t7,wearð,wearð,weorðan,v,be (conditional),p3s
2311.t1,on,on,on,pp,for,indeclinable
2311.t2,hyra,hyra,hie,p,their,gpm
2311.t3,sincgifan,sincgifan,sinc-gifa,m,treasure-giver,ds
2311.t4,sāre,sāre,sare,av,sorely,indeclinable
2311.t5,geendod.,geendod,geendian,v,end,pp
2312.t1,Ðā,Ðā,þa,av,then,indeclinable
2312.t2,se,se,se,d,the,nsm
2312.t3,gæst,gæst,gast,m,being,ns
2312.t4,ongan,ongan,onginnan,v,begin,p3s
2312.t5,glēdum,glēdum,gled,f,flame,dp
2312.t6,"spīwan,",spīwan,spiwan,v,spew,i
2313.t1,beorht,beorht,beorht,a,bright,apn
2313.t2,hofu,hofu,hof,n,dwelling,ap
2313.t3,bærnan –,bærnan,bærnan,v,burn,i
2313.t4,brynelēoma,brynelēoma,bryne-leoma,m,gleam of fire,ns
2313.t5,stōd,stōd,standan,v,arise,p3s
2314.t1,eldum,eldum,ylde,m,men,dp
2314.t2,on,on,on,pp,as,indeclinable
2314.t3,andan;,andan,anda,m,anger,as
2314.t4,nō,nō,no,av,not,indeclinable
2314.t5,ðǣr,ðǣr,þær,av,there,indeclinable
2314.t6,āht,āht,aht,n,anything,as
2314.t7,cwices,cwices,cwic,a,alive,gsn
2315.t1,lāð,lāð,lað,a,hateful,nsm
2315.t2,lyftfloga,lyftfloga,lyft-floga,m,air-flyer,ns
2315.t3,lǣfan,lǣfan,læfan,v,leave,i
2315.t4,wolde.,wolde,willan,v,wish,p3s
2316.t1,Wæs,Wæs,wesan,v,be,p3s
2316.t2,þæs,þæs,se,d,the,gsm
2316.t3,wyrmes,wyrmes,wyrm,m,serpent,gs
2316.t4,wīg,wīg,wig,n,prowess,ns
2316.t5,wīde,wīde,wide,av,widely,indeclinable
2316.t6,"gesȳne,",gesȳne,gesyne,a,visible,nsn
2317.t1,nearofāges,nearofāges,nearo-fah,a,ferocious,gsm
2317.t2,nīð,nīð,nið,m,hostility,ns
2317.t3,nēan,nēan,nean,av,from near,indeclinable
2317.t4,ond,ond,ond,c,and,indeclinable
2317.t5,"feorran,",feorran,feorran,av,from afar,indeclinable
2318.t1,hū,hū,hu,c,how,indeclinable
2318.t2,se,se,se,d,the,nsm
2318.t3,gūðsceaða,gūðsceaða,guð-sceaða,m,ravager,ns
2318.t4,Gēata,Gēata,Geatas,np,Geats,gp
2318.t5,lēode,lēode,leod,m,man,ap
2319.t1,hatode,hatode,hatian,v,persecute,p3s
2319.t2,ond,ond,ond,c,and,indeclinable
2319.t3,hȳnde;,hȳnde,hynan,v,humiliate,p3s
2319.t4,hord,hord,hord,n,hoard,as
2319.t5,eft,eft,eft,av,back,indeclinable
2319.t6,"gescēat,",gescēat,gesceotan,v,hasten to,p3s
2320.t1,dryhtsele,dryhtsele,dryht-sele,m,splendid hall,as
2320.t2,"dyrnne,",dyrnne,dyrne,a,secret,asm
2320.t3,ǣr,ǣr,ær,pp,before,indeclinable
2320.t4,dæges,dæges,dæg,m,day,gs
2320.t5,hwīle.,hwīle,hwil,f,time (dæges hwil=daytime),ds
2321.t1,Hæfde,Hæfde,habban,v,have,p3s
2321.t2,landwara,landwara,land-waru,f,people of the land,ap
2321.t3,līge,līge,lig,m,flame,ds
2321.t4,"befangen,",befangen,befon,v,envelop,pp
2322.t1,bǣle,bǣle,bæl,n,flame,ds
2322.t2,ond,ond,ond,c,and,indeclinable
2322.t3,bronde;,bronde,brond,m,fire,ds
2322.t4,beorges,beorges,beorg,m,barrow,gs
2322.t5,"getrūwode,",getrūwode,getruwian,v,trust in,p3s
2323.t1,wīges,wīges,wig,n,prowess,gs
2323.t2,ond,ond,ond,c,and,indeclinable
2323.t3,wealles;,wealles,weall,m,wall,gs
2323.t4,him,him,he,p,he,dsm
2323.t5,sēo,sēo,seo,d,the,nsf
2323.t6,wēn,wēn,wen,f,expectation,ns
2323.t7,gelēah.,gelēah,geleogan,v,deceive,p3s
2324.t1,Þā,Þā,þa,av,then,indeclinable
2324.t2,wæs,wæs,wesan,v,be,p3s
2324.t3,Bīowulfe,Bīowulfe,Beowulf,np,Beowulf,ds
2324.t4,brōga,brōga,broga,m,terror,ns
2324.t5,gecȳðed,gecȳðed,gecyðan,v,make known,pp
2325.t1,snūde,snūde,snude,av,quickly,indeclinable
2325.t2,tō,tō,to,pp,as,indeclinable
2325.t3,"sōðe,",sōðe,soð,n,truth,ds
2325.t4,þæt,þæt,þæt,c,that,indeclinable
2325.t5,his,his,he,p,his,gsm
2325.t6,sylfes,sylfes,self,p,(he) self,gsm
2325.t7,"hām,",hām,ham,m,home,ns
2326.t1,bolda,bolda,bold,n,hall,gp
2326.t2,"sēlest,",sēlest,selest,a,best,nsns
2326.t3,brynewylmum,brynewylmum,bryne-wylm,m,surge of fire,dp
2326.t4,"mealt,",mealt,meltan,v,melt,p3s
2327.t1,gifstōl,gifstōl,gif-stol,m,gift-seat,ns
2327.t2,Gēata.,Gēata,Geatas,np,Geats,gp
2327.t3,Þæt,Þæt,þæt,d,that,nsn
2327.t4,ðām,ðām,se,d,the,dsm
2327.t5,gōdan,gōdan,god,a,good,dsm
2327.t6,wæs,wæs,wesan,v,be,p3s
2328.t1,hrēow,hrēow,hreow,f,sorrow,ns
2328.t2,on,on,on,pp,in,indeclinable
2328.t3,"hreðre,",hreðre,hreðer,n,breast,ds
2328.t4,hygesorga,hygesorga,hige-sorh,f,sorrow,gp
2328.t5,mǣst;,mǣst,mæst,a,greatest,nsfs
2329.t1,wēnde,wēnde,wenan,v,think,p3s
2329.t2,se,se,se,d,the,nsm
2329.t3,wīsa,wīsa,wis,a,wise,nsm
2329.t4,þæt,þæt,þæt,c,that,indeclinable
2329.t5,hē,hē,he,p,he,nsm
2329.t6,wealdende,wealdende,wealdend,m,ruler,ds
2330.t1,ofer,ofer,ofer,pp,against,indeclinable
2330.t2,ealde,ealde,eald,a,ancient,asn
2330.t3,"riht,",riht,riht,n,law,as
2330.t4,ēcean,ēcean,ece,a,eternal,dsm
2330.t5,dryhtne,dryhtne,dryhten,m,lord,ds
2331.t1,bitre,bitre,bitre,av,grievously,indeclinable
2331.t2,gebulge;,gebulge,gebelgan,v,offend,pc3s
2331.t3,brēost,brēost,breost,n,breast,ns
2331.t4,innan,innan,innan,av,within,indeclinable
2331.t5,wēoll,wēoll,weallan,v,well,p3s
2332.t1,þēostrum,þēostrum,þystre,a,dark,dpn
2332.t2,"geþoncum,",geþoncum,geþanc,n,thought,dp
2332.t3,swā,swā,swa,c,as,indeclinable
2332.t4,him,him,he,p,he,dsm
2332.t5,geþȳwe,geþȳwe,geþywe,a,customary,nsn
2332.t6,ne,ne,ne,av,not,indeclinable
2332.t7,wæs.,wæs,wesan,v,be,p3s
2333.t1,Hæfde,Hæfde,habban,v,have,p3s
2333.t2,līgdraca,līgdraca,lig-draca,m,fire-dragon,ns
2333.t3,lēoda,lēoda,leod,m,man,gp
2333.t4,"fæsten,",fæsten,fæsten,n,stronghold,as
2334.t1,ēalond,ēalond,ea-land,n,seaboard,as
2334.t2,"ūtan,",ūtan,utan,av,from outside,indeclinable
2334.t3,eorðweard,eorðweard,eorð-weard,m,region of the earth,as
2334.t4,ðone,ðone,se,d,the,asm
2335.t1,glēdum,glēdum,gled,f,flame,dp
2335.t2,forgrunden;,forgrunden,forgrindan,v,destroy,pp
2335.t3,him,him,he,p,he,dsm
2335.t4,ðæs,ðæs,þæt,d,that,gsn
2335.t5,"gūðkyning,",gūðkyning,guð-cyning,m,war-king,ns
2336.t1,Wedera,Wedera,Wederas,np,Weders,gp
2336.t2,þīoden,þīoden,þeoden,m,lord,ns
2336.t3,wræce,wræce,wracu,f,revenge,as
2336.t4,leornode.,leornode,leornian,v,devise,p3s
2337.t1,Heht,Heht,hatan,v,order,p3s
2337.t2,him,him,he,p,himself,dsm
2337.t3,þā,þā,þa,av,then,indeclinable
2337.t4,gewyrcean,gewyrcean,gewyrcan,v,make,i
2337.t5,wīgendra,wīgendra,wigend,m,warrior,gp
2337.t6,hlēo,hlēo,hleo,m,protection,ns
2338.t1,eall,eall,eall,av,entirely,indeclinable
2338.t2,"īrenne,",īrenne,iren,a,of iron,asn
2338.t3,eorla,eorla,eorl,m,man,gp
2338.t4,"dryhten,",dryhten,dryhten,m,lord,ns
2339.t1,wīġbord,wīġbord,wig-bord,n,war-shield,as
2339.t2,wrǣtlīċ;,wrǣtlīċ,wrætlic,a,wondrous,asn
2339.t3,wisse,wisse,witan,v,know,p3s
2339.t4,hē,hē,he,p,he,nsm
2339.t5,gearwe,gearwe,gearwe,av,well,indeclinable
2340.t1,þæt,þæt,þæt,c,that,indeclinable
2340.t2,him,him,he,p,he,dsm
2340.t3,holtwudu,holtwudu,holt-wudu,m,wood,ns
2340.t4,helpan,helpan,helpan,v,help,i
2340.t5,ne,ne,ne,av,not,indeclinable
2340.t6,"meahte,",meahte,magan,v,could,p3s
2341.t1,lind,lind,lind,f,linden,ns
2341.t2,wið,wið,wið,pp,against,indeclinable
2341.t3,līġe.,līġe,lig,m,flame,ds
2341.t4,Sceolde,Sceolde,sculan,v,have to,p3s
2341.t5,līþend,līþend,liðend,m,seafarer,ns
2341.t6,"daga,",daga,dæg,m,day,gp
2342.t1,æþeling,æþeling,æþeling,m,prince,ns
2342.t2,ǣrgōd,ǣrgōd,ær-god,a,of proven merit,nsm
2342.t3,ende,ende,ende,m,end,as
2342.t4,"ġebīdan,",ġebīdan,gebidan,v,experience,i
2343.t1,worulde,worulde,worold,f,world,gs
2343.t2,"līfes,",līfes,lif,n,life,gs
2343.t3,ond,ond,ond,c,and,indeclinable
2343.t4,se,se,se,d,the,nsm
2343.t5,wyrm,wyrm,wyrm,m,serpent,ns
2343.t6,"somod,",somod,samod,av,together,indeclinable
2344.t1,þēah ðe,þēah ðe,þeah þe,c,although,indeclinable
2344.t2,hordwelan,hordwelan,hord-wela,m,hoarded wealth,as
2344.t3,hēolde,hēolde,healdan,v,hold,pc3s
2344.t4,lange.,lange,longe,av,long,indeclinable
2345.t1,Oferhogode,Oferhogode,oferhycgan,v,scorn,p3s
2345.t2,ðā,ðā,þa,av,then,indeclinable
2345.t3,hringa,hringa,hring,m,ring,gp
2345.t4,fengel,fengel,fengel,m,prince,ns
2346.t1,þæt,þæt,þæt,c,that,indeclinable
2346.t2,hē,hē,he,p,he,nsm
2346.t3,þone,þone,se,d,the,asm
2346.t4,wīdflogan,wīdflogan,wid-floga,m,wide-flyer,as
2346.t5,weorode,weorode,werod,n,troop,ds
2346.t6,"gesōhte,",gesōhte,gesecan,v,seek out,pc3s
2347.t1,sīdan,sīdan,sid,a,large,dsm
2347.t2,herge;,herge,here,m,army,ds
2347.t3,nō,nō,no,av,not at all,indeclinable
2347.t4,hē,hē,he,p,he,nsm
2347.t5,him,him,he,p,himself,dsm
2347.t6,þa,þa,seo,d,the,asf
2347.t7,sæcce,sæcce,sæcc,f,fight,as
2347.t8,"ondrēd,",ondrēd,ondrædan,v,fear,p3s
2348.t1,nē,nē,ne,c,nor,indeclinable
2348.t2,him,him,he,p,himself,dsm
2348.t3,þæs,þæs,se,d,the,gsm
2348.t4,wyrmes,wyrmes,wyrm,m,serpent,gs
2348.t5,wīg,wīg,wig,n,prowess,as
2348.t6,for,for,for,pp,as,indeclinable
2348.t7,wiht,wiht,wiht,f,anything,as
2348.t8,"dyde,",dyde,don,v,regard,p3s
2349.t1,eafoð,eafoð,eafoð,n,strength,as
2349.t2,ond,ond,ond,c,and,indeclinable
2349.t3,"ellen,",ellen,ellen,n,courage,as
2349.t4,forðon,forðon,forðon,c,because,indeclinable
2349.t5,hē,hē,he,p,he,nsm
2349.t6,ǣr,ǣr,ær,av,before,indeclinable
2349.t7,fela,fela,fela,n,many,in
2350.t1,nearo,nearo,nearo,n,straits,as
2350.t2,nēðende,nēðende,neðan,v,brave,pprnsm
2350.t3,nīða,nīða,nið,m,assault,gp
2350.t4,"gedīgde,",gedīgde,gedigan,v,survive,p3s
2351.t1,"hildehlemma,",hildehlemma,hilde-hlæmm,m,clash of battle,gp
2351.t2,syððan,syððan,siððan,c,after,indeclinable
2351.t3,hē,hē,he,p,he,nsm
2351.t4,"Hrōðgāres,",Hrōðgāres,Hroðgar,np,Hrothgar,gs
2352.t1,sigorēadiġ,sigorēadiġ,sigor-eadig,a,victory-blessed,nsm
2352.t2,"secg,",secg,secg,m,man,ns
2352.t3,sele,sele,sele,m,hall,as
2352.t4,"fǣlsode,",fǣlsode,fælsian,v,purify,p3s
2353.t1,ond,ond,ond,c,and,indeclinable
2353.t2,æt,æt,æt,pp,in,indeclinable
2353.t3,gūðe,gūðe,guð,f,battle,ds
2353.t4,forgrāp,forgrāp,forgripan,v,destroy,p3s
2353.t5,Grendeles,Grendeles,Grendel,np,Grendel,gs
2353.t6,mǣgum,mǣgum,mæg,m,kinsman,dp
2354.t1,lāðan,lāðan,lað,a,hateful,gsn
2354.t2,cynnes.,cynnes,cynn,n,race,gs
2354.t3,Nō,Nō,no,av,not at all,indeclinable
2354.t4,þæt,þæt,þæt,d,that,nsn
2354.t5,lǣsest,lǣsest,læsest,a,least,nsns
2354.t6,wæs,wæs,wesan,v,be,p3s
2355.t1,hondgemōta,hondgemōta,hand-gemot,n,hand-meeting,gp
2355.t2,þǣr,þǣr,þær,c,where,indeclinable
2355.t3,mon,mon,mon,m,one,ns
2355.t4,Hygelāc,Hygelāc,Hygelac,np,Hygelac,as
2355.t5,"slōh,",slōh,slean,v,strike,p3s
2356.t1,syððan,syððan,siððan,c,when,indeclinable
2356.t2,Gēata,Gēata,Geatas,np,Geats,gp
2356.t3,cyning,cyning,cyning,m,king,ns
2356.t4,gūðe,gūðe,guð,f,war,gs
2356.t5,"rǣsum,",rǣsum,ræs,m,onslaught,dp
2357.t1,frēawine,frēawine,frea-wine,m,lord and friend,ns
2357.t2,folca,folca,folc,n,people,gp
2357.t3,Frēslondum,Frēslondum,Frys-land,np,Frisia,dp
2357.t4,"on,",on,on,pp,in,indeclinable
2358.t1,Hrēðles,Hrēðles,Hreþel,np,Hrethel,gs
2358.t2,eafora,eafora,eafora,m,son,ns
2358.t3,hiorodryncum,hiorodryncum,heoro-drinc,m,sword-drink,dp
2358.t4,"swealt,",swealt,sweltan,v,die,p3s
2359.t1,bille,bille,bill,n,sword,ds
2359.t2,gebēaten.,gebēaten,beatan,v,beat,ppnsm
2359.t3,Þonan,Þonan,þonan,av,thence,indeclinable
2359.t4,Bīowulf,Bīowulf,Beowulf,np,Beowulf,ns
2359.t5,cōm,cōm,cuman,v,come,p3s
2360.t1,sylfes,sylfes,self,p,(he) self,gsm
2360.t2,"cræfte,",cræfte,cræft,m,strength,ds
2360.t3,sundnytte,sundnytte,sund-nytt,f,act of swimming,as
2360.t4,drēah;,drēah,dreogan,v,perform,p3s
2361.t1,hæfde,hæfde,habban,v,have,p3s
2361.t2,him,him,he,p,himself,dsm
2361.t3,on,on,on,pp,in,indeclinable
2361.t4,earme,earme,earm,m,arm,ds
2361.t5,ealra,ealra,eall,a,(in) all,gpf
2361.t6,þrītiġ,þrītiġ,þritig,nu,thirty,apf
2362.t1,hildegeatwa,hildegeatwa,hilde-geatwe,f,battle-gear,ap
2362.t2,þā,þā,þa,c,when,indeclinable
2362.t3,hē,hē,he,p,he,nsm
2362.t4,tō,tō,to,pp,to,indeclinable
2362.t5,holme,holme,holm,m,sea,ds
2362.t6,þrong.,þrong,þringan,v,press forward,p3s
2363.t1,Nealles,Nealles,nealles,av,not at all,indeclinable
2363.t2,Hetware,Hetware,Hetware,np,Hetware,np
2363.t3,hrēmge,hrēmge,hremig,a,exalting,npm
2363.t4,þorfton,þorfton,þurfan,v,need ('be' underst.),p3p
2364.t1,"fēðewīges,",fēðewīges,feþe-wig,n,fight on foot,gs
2364.t2,þē,þē,þe,r,who,in
2364.t3,him,him,he,p,he,dsm
2364.t4,foran,foran,foran,av,in front,indeclinable
2364.t5,ongēan,ongēan,ongean,pp,against,indeclinable
2365.t1,linde,linde,lind,f,linden,ap
2365.t2,bǣron;,bǣron,beran,v,bear,p3p
2365.t3,lȳt,lȳt,lyt,n,few,ns
2365.t4,eft,eft,eft,av,back,indeclinable
2365.t5,becwōm,becwōm,becuman,v,go,p3s
2366.t1,fram,fram,fram,pp,from,indeclinable
2366.t2,þām,þām,se,d,the,dsm
2366.t3,hildfrecan,hildfrecan,hild-freca,m,warrior,ds
2366.t4,hāmes,hāmes,ham,m,home,gs
2366.t5,nīosan.,nīosan,neosan,v,seek out,i
2367.t1,Oferswam,Oferswam,oferswimman,v,swim over,p3s
2367.t2,ðā,ðā,þa,av,then,indeclinable
2367.t3,sioleða,sioleða,sioloð,m,sea (?),gp
2367.t4,bigong,bigong,begang,m,expanse,as
2367.t5,sunu,sunu,sunu,m,son,ns
2367.t6,"Ecgðēowes,",Ecgðēowes,Ecgþeow,np,Ecgtheow,gs
2368.t1,earm,earm,earm,a,forlorn,nsm
2368.t2,ānhaga,ānhaga,an-haga,m,solitary one,ns
2368.t3,eft,eft,eft,av,back,indeclinable
2368.t4,tō,tō,to,pp,to,indeclinable
2368.t5,lēodum;,lēodum,leod,m,man,dp
2369.t1,þǣr,þǣr,þær,c,where,indeclinable
2369.t2,him,him,he,p,he,dsm
2369.t3,Hygd,Hygd,Hygd,np,Hygd,ns
2369.t4,gebēad,gebēad,gebeodan,v,offer,p3s
2369.t5,hord,hord,hord,n,hoard,as
2369.t6,ond,ond,ond,c,and,indeclinable
2369.t7,"rīce,",rīce,rice,n,kingdom,as
2370.t1,bēagas,bēagas,beag,m,ring,ap
2370.t2,ond,ond,ond,c,and,indeclinable
2370.t3,bregostōl;,bregostōl,brego-stol,m,princely seat,as
2370.t4,bearne,bearne,bearn,n,son,ds
2370.t5,ne,ne,ne,av,not,indeclinable
2370.t6,"trūwode,",trūwode,truwian,v,trust in,p3s
2371.t1,þæt,þæt,þæt,c,that,indeclinable
2371.t2,hē,hē,he,p,he,nsm
2371.t3,wið,wið,wið,pp,against,indeclinable
2371.t4,ælfylcum,ælfylcum,æl-fylce,n,foreign army,dp
2371.t5,ēþelstōlas,ēþelstōlas,eþel-stol,m,ancestral throne,ap
2372.t1,healdan,healdan,healdan,v,hold,i
2372.t2,"cūðe,",cūðe,cunnan,v,could,p3s
2372.t3,ðā,ðā,þa,c,now that,indeclinable
2372.t4,wæs,wæs,wesan,v,be,p3s
2372.t5,Hygelāc,Hygelāc,Hygelac,np,Hygelac,ns
2372.t6,dēad.,dēad,dead,a,dead,nsm
2373.t1,Nō ðȳ ǣr,Nō ðȳ ǣr,no þy ær,av,yet...not,indeclinable
2373.t2,fēasceafte,fēasceafte,feasceaft,a,destitute,npm
2373.t3,findan,findan,findan,v,obtain,i
2373.t4,meahton,meahton,magan,v,could,p3p
2374.t1,æt,æt,æt,pp,from,indeclinable
2374.t2,ðām,ðām,se,d,the,dsm
2374.t3,æðelinge,æðelinge,æþeling,m,prince,ds
2374.t4,ǣnige,ǣnige,ænig,p,any,isn
2374.t5,ðinga,ðinga,þing,n,way,gp
2375.t1,þæt,þæt,þæt,c,that,indeclinable
2375.t2,hē,hē,he,p,he,nsm
2375.t3,Heardrēde,Heardrēde,Heardred,np,Heardred,ds
2375.t4,hlāford,hlāford,hlaford,m,lord,ns
2375.t5,"wǣre,",wǣre,wesan,v,be,pc3s
2376.t1,oððe,oððe,oððe,c,or,indeclinable
2376.t2,þone,þone,se,d,the,asm
2376.t3,cynedōm,cynedōm,cynedom,m,royal power,as
2376.t4,cīosan,cīosan,ceosan,v,choose,i
2376.t5,wolde;,wolde,willan,v,wish,pc3s
2377.t1,hwæðre,hwæðre,hwæþre,av,however,indeclinable
2377.t2,hē,hē,he,p,he,nsm
2377.t3,him,him,he,p,he,dsm
2377.t4,on,on,on,pp,among,indeclinable
2377.t5,folce,folce,folc,n,people,ds
2377.t6,frēondlārum,frēondlārum,freond-lar,f,friendly counsel,dp
2377.t7,"hēold,",hēold,healdan,v,uphold,p3s
2378.t1,ēstum,ēstum,est,f,good will,dp
2378.t2,mid,mid,mid,pp,with,indeclinable
2378.t3,"āre,",āre,ar,f,help,ds
2378.t4,oð ðæt,oð ðæt,oð þæt,c,until,indeclinable
2378.t5,hē,hē,he,p,he,nsm
2378.t6,yldra,yldra,eald,a,old,nsmc
2378.t7,"wearð,",wearð,weorðan,v,become,p3s
2379.t1,Weder-Ġēatum,Weder-Ġēatum,Weder-Geatas,np,Geats,dp
2379.t2,wēold.,wēold,wealdan,v,rule,p3s
2379.t3,Hyne,Hyne,he,p,he,asm
2379.t4,wræcmæcgas,wræcmæcgas,wræc-mæcg,m,exile,np
2380.t1,ofer,ofer,ofer,pp,across,indeclinable
2380.t2,sǣ,sǣ,sæ,m,sea,as
2380.t3,"sōhtan,",sōhtan,secan,v,seek out,p3p
2380.t4,suna,suna,sunu,m,son,np
2380.t5,Ōhteres;,Ōhteres,Ohthere,np,Ohthere,gs
